,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q38,q25,q26,q27,q28,q29,q39,q40,q37,q30,q31,q32,q33,q34,q35,q36,newsint,ideo3,ideo5,votereg,votereg2,presvote16x,pid3,pid7,gender,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,employ,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,caseid,rand_ab,starttime,endtime,lastmodified,weight,fire_gays_per,fire_gays_court,fire_trans_per,fire_trans_court,daca_per,daca_court,handguns_per,handguns_court,scholarships_per,scholarships_court,abortion_per,abortion_court,trump_congress_per,trump_congress_court,trump_state_per,trump_state_court,cfpb_per,cfpb_court,electoralcollege_per,electoralcollege_court,contraceptives_per,contraceptives_court,aca_per,aca_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,approval,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_ginsburg,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_alito,ideal_gorsuch,ideal_thomas,ideal_courtmajority,fire_gays_scotus,fire_trans_scotus,daca_scotus,handguns_scotus,scholarships_scotus,abortion_scotus,trump_congress_scotus,trump_state_scotus,cfpb_scotus,electoralcollege_scotus,contraceptives_scotus,aca_scotus,idealg,perception,idealg_sotomayor,idealg_ginsburg,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_alito,idealg_gorsuch,idealg_thomas,idealg_courtmajority
225,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,5,2,2,2,4,1,5,1,4,2,4,1,1,1,2,93,1,1,1,1,1,4,3,4,2,26,1,1,1,5,3,5,2,4,4,3,1,3,1,.,.,.,.,1,.,.,1,3,6,2,7,10,1132358245,2,2020-04-29T20:32:34.449,2020-04-29T20:53:40.141,2020-04-29T20:53:39.575,0.563811839,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,1,4,2,1,1,2,93,1,1,1,3,-1.668220854,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.571084767,0.949143168,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
226,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,3,2,1,1,5,5,2,3,2,4,3,2,2,4,56,73,2,3,4,1,1,4,1,1,2,25,1,3,3,5,3,1,2,36,1,3,3,4,1,.,1,.,.,.,1,.,.,1,2,1,5,6,1132362223,2,2020-04-29T20:52:20.840,2020-04-29T20:54:50.565,2020-04-29T20:54:48.313,1.79113543,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,0,1,0,5,0,5,0,2,0,1,3,3,3,2,2,4,2,4,56,73,2,3,4,1,0.779595215,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.85916142,0.035525675,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
227,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,5,3,4,5,2,2,4,3,50,69,1,2,3,1,1,1,1,1,2,88,4,1,1,5,3,4,2,6,4,3,5,6,2,.,.,.,1,.,.,.,1,1,3,2,1,2,1132357989,1,2020-04-29T20:30:31.187,2020-04-29T20:55:21.498,2020-04-29T20:55:14.238,0.587680399,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,2,4,5,4,3,50,69,1,2,3,1,-0.782222914,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.786982198,-0.782591069,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
228,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,5,2,2,2,4,1,3,1,2,5,2,4,5,4,20,78,1,1,2,1,1,1,1,1,2,29,1,1,1,6,4,1,2,53,4,2,2,12,3,.,.,.,.,1,.,.,1,4,6,2,7,10,1132359581,2,2020-04-29T20:42:40.989,2020-04-29T20:55:24.344,2020-04-29T20:55:23.677,0.67755425,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,4,1,1,1,3,0,5,5,1,2,4,2,5,5,4,20,78,1,1,2,1,-1.376285589,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.338871269,0.728751184,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
229,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,7,1,3,3,3,2,2,3,51,66,1,2,3,1,1,4,5,3,2,74,4,1,1,5,3,1,2,48,3,2,5,8,2,2,2,2,2,1,2,2,1,2,4,2,4,1,1132358833,1,2020-04-29T20:36:45.896,2020-04-29T20:55:25.286,2020-04-29T20:55:24.141,0.489025325,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,4,1,1,1,7,0,5,5,1,3,2,3,3,2,3,51,66,1,2,3,3,-1.344570886,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.329943677,-1.315037211,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
230,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,4,2,2,2,4,1,4,3,2,5,2,2,4,3,76,61,2,3,4,1,1,2,2,7,2,69,4,1,1,3,2,1,2,45,3,3,5,7,2,.,.,.,.,1,.,.,1,4,6,2,7,9,1132358435,2,2020-04-29T20:34:03.359,2020-04-29T20:55:38.297,2020-04-29T20:55:29.473,2.207165241,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,4,1,1,1,4,0,5,4,3,2,2,2,5,4,3,76,61,2,3,4,2,2.205460938,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.214366823,1.169205414,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
231,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,4,1,2,2,3,6,4,3,2,5,2,2,4,3,50,100,3,2,3,2,2,4,2,6,2,57,3,1,1,2,1,5,2,45,3,1,2,2,1,.,.,.,.,1,.,.,1,1,2,1,2,2,1132358289,2,2020-04-29T20:32:51.651,2020-04-29T20:55:53.513,2020-04-29T20:55:42.606,1.877757788,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,0,2,1,2,1,3,0,6,0,4,0,2,4,3,2,2,2,5,4,3,50,100,3,2,3,2,0.100152267,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.052427834,0.071209749,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
232,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,5,2,2,2,4,1,5,1,5,5,5,1,3,5,49,80,1,2,3,1,1,1,1,1,1,49,3,1,1,5,3,1,1,26,2,4,1,12,3,.,.,.,1,.,1,1,.,2,3,2,3,1,1132359919,1,2020-04-29T20:45:20.489,2020-04-29T20:58:08.073,2020-04-29T20:58:07.505,0.587022543,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,5,1,5,5,3,5,49,80,1,2,3,1,-1.218086292,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.176881421,0.335851988,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
233,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,5,1,5,4,4,1,1,4,9,87,1,1,1,1,1,1,1,1,2,45,3,1,1,5,3,1,1,27,2,3,1,7,2,2,2,2,2,1,.,.,1,4,6,2,7,9,1132360379,1,2020-04-29T20:48:47.216,2020-04-29T20:58:14.363,2020-04-29T20:58:13.821,0.524240673,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,1,5,4,1,4,9,87,1,1,1,1,-1.688565701,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.603449493,0.284426687,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
234,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,4,1,2,2,4,1,7,4,3,4,2,2,3,3,52,41,3,2,3,1,1,3,1,2,2,60,3,1,1,2,1,1,2,12,3,2,4,3,1,.,.,.,1,.,.,.,1,3,5,2,1,11,1132358229,1,2020-04-29T20:32:29.668,2020-04-29T20:58:22.567,2020-04-29T20:58:18.686,0.751575947,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,0,2,1,2,1,4,1,1,1,7,0,4,4,4,2,2,3,4,3,3,52,41,3,2,3,1,0.206126881,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.1805814,0.235581213,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
235,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,5,2,2,2,4,1,5,1,5,4,4,1,4,5,25,79,1,1,2,1,1,1,1,1,2,75,4,1,1,5,3,4,2,6,4,3,5,10,3,.,.,.,1,.,.,.,1,4,5,2,7,9,1132348915,2,2020-04-29T20:20:55.080,2020-04-29T20:59:00.857,2020-04-29T20:59:00.253,0.587680399,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,1,5,4,4,5,25,79,1,1,2,1,-1.686761395,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.586222615,0.860120309,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
236,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,3,2,2,1,6,5,3,4,4,2,2,2,52,26,4,3,4,1,1,2,2,6,2,71,4,1,1,5,3,3,2,8,4,4,5,2,1,2,2,2,2,1,2,2,1,1,2,1,1,12,1131069553,1,2020-04-29T20:33:15.933,2020-04-29T20:59:10.532,2020-04-29T20:58:59.211,1.172074914,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,3,0,2,1,2,0,1,1,6,0,3,1,5,4,2,3,4,2,2,52,26,4,3,4,2,0.802861111,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.811212673,0.821440025,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
237,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,4,2,2,2,1,1,5,2,3,1,3,2,3,1,78,78,3,3,4,1,1,4,2,7,2,56,3,1,1,4,2,6,2,39,2,3,6,97,4,.,.,.,1,.,.,1,.,1,4,1,1,1,1132360011,2,2020-04-29T20:46:00.661,2020-04-29T20:59:41.709,2020-04-29T20:59:38.382,1.266499519,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,0,1,1,5,1,5,4,2,3,2,3,1,3,1,78,78,3,3,4,2,1.251940946,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.297681106,1.297486259,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
238,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,5,1,5,3,4,2,2,2,43,84,1,2,3,1,1,1,1,2,1,66,4,1,1,5,3,1,2,39,2,2,5,7,2,.,.,.,1,.,.,.,1,2,5,2,6,2,1132359021,1,2020-04-29T20:38:28.317,2020-04-29T20:59:49.460,2020-04-29T20:59:48.851,0.574538052,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,2,5,3,2,2,43,84,1,2,3,1,-1.69318148,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.589396392,0.041806111,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
239,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,6,1,3,4,3,3,5,4,14,77,1,1,2,1,1,1,1,1,2,82,4,1,1,6,4,3,2,6,4,1,5,8,2,.,.,.,.,1,.,.,1,4,6,2,7,9,1132360165,1,2020-04-29T20:47:16.132,2020-04-29T20:59:53.006,2020-04-29T20:59:52.438,0.587680399,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,1,4,1,1,1,6,0,5,5,1,3,3,3,4,5,4,14,77,1,1,2,1,-1.200622703,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.156510484,0.839657697,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
240,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,5,2,2,2,4,1,5,3,2,4,2,4,4,4,13,63,1,1,1,1,1,1,1,1,2,86,4,1,1,6,4,3,2,8,4,3,5,4,1,.,.,.,1,.,.,.,1,4,6,2,7,12,1132357249,1,2020-04-29T20:25:29.497,2020-04-29T21:00:02.358,2020-04-29T21:00:01.659,0.587680399,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,4,2,4,4,4,13,63,1,1,1,1,-1.219090754,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.162390341,0.175994679,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
241,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,5,2,2,2,4,1,5,5,2,4,2,3,1,4,80,51,1,3,5,1,1,2,2,7,2,71,4,1,1,2,1,1,2,48,3,2,5,5,1,.,.,.,1,.,.,.,1,1,4,2,2,12,1132358787,1,2020-04-29T20:36:30.884,2020-04-29T21:00:23.204,2020-04-29T21:00:22.613,0.78397423,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,5,2,3,2,4,1,4,80,51,1,3,5,2,1.116505651,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.152094768,0.652076903,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
242,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,4,2,2,3,4,5,5,1,2,3,2,2,2,3,75,57,1,3,4,1,1,2,3,5,2,73,4,1,1,5,3,1,2,4,4,2,5,10,3,.,.,.,1,.,.,.,1,1,4,2,1,1,1132206021,1,2020-04-29T20:38:06.622,2020-04-29T21:00:48.494,2020-04-29T21:00:47.939,0.698341668,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,3,0,4,1,5,0,5,1,4,4,1,2,2,2,3,2,3,75,57,1,3,4,3,1.437742875,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.45598071,1.161718794,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
243,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,3,2,1,3,3,4,6,1,2,3,3,4,4,4,97,99,4,3,5,1,1,2,2,6,2,74,4,1,1,4,2,4,2,34,1,1,5,5,1,.,.,.,.,1,.,.,1,2,6,2,2,2,1132360731,1,2020-04-29T20:51:51.303,2020-04-29T21:00:59.422,2020-04-29T21:00:54.418,1.435808182,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,0,3,0,3,0,4,0,6,0,1,3,1,3,4,2,3,4,4,97,99,4,3,5,2,0.615743141,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.624313341,0.620983597,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
244,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,5,2,2,2,4,1,5,2,2,4,3,2,4,4,12,77,1,1,1,1,1,1,1,1,2,75,4,1,1,6,4,1,2,36,1,1,5,12,3,.,.,.,.,1,.,.,1,4,5,2,7,9,1132358937,2,2020-04-29T20:37:48.674,2020-04-29T21:01:26.110,2020-04-29T21:01:19.568,0.587680399,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,3,2,2,4,4,4,12,77,1,1,1,1,-1.210400725,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.151093903,-0.081587016,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
245,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,5,2,2,2,4,1,5,1,1,3,2,3,3,3,80,67,1,3,5,1,1,2,3,5,2,73,4,1,1,2,1,4,2,1,3,2,5,97,4,.,.,.,1,.,.,.,1,1,5,2,1,2,1132358745,2,2020-04-29T20:36:17.019,2020-04-29T21:03:07.948,2020-04-29T21:02:49.431,0.78397423,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,2,3,1,3,3,3,80,67,1,3,5,3,1.620554932,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.688057808,1.68142929,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
246,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,1,6,3,3,4,4,2,5,2,59,66,1,3,4,1,1,2,3,4,1,76,4,1,1,5,3,1,2,25,1,4,5,11,3,.,.,1,.,.,.,.,1,4,6,2,6,2,1132360231,1,2020-04-29T20:47:40.744,2020-04-29T21:03:15.151,2020-04-29T21:03:08.350,0.524005711,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,6,0,5,5,3,4,2,3,4,5,2,59,66,1,3,4,3,1.421401984,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.459661039,0.812336642,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
247,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,5,3,3,5,3,4,5,5,1,76,1,1,1,1,1,1,1,1,1,51,3,1,1,6,4,1,1,12,3,2,7,8,2,.,.,.,.,1,.,.,1,3,6,2,7,10,1132364249,1,2020-04-29T20:52:42.250,2020-04-29T21:03:27.032,2020-04-29T21:03:26.411,0.587022543,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,3,4,3,5,5,5,1,76,1,1,1,1,-1.69396726,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.57846635,-0.086436604,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
248,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,3,2,2,2,4,1,7,3,2,4,2,4,4,3,52,49,1,2,3,1,1,2,3,5,2,44,2,1,1,4,2,1,1,12,3,1,2,7,2,.,.,.,.,1,.,.,1,1,2,2,1,11,1132360445,2,2020-04-29T20:49:10.647,2020-04-29T21:03:54.566,2020-04-29T21:03:53.897,0.581234574,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,7,0,5,3,3,2,4,2,4,4,3,52,49,1,2,3,3,0.879194769,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.935655859,0.92930728,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
