,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q25a,q26a,q25b,q26b,q27a,q28a,q27b,q28b,q39,q40_1_1,q40_2_1,q40_3_1,q40_4_1,q40_5_1,q40_6_1,q40_7_1,q40_8_1,q40_9_1,q40_10_1,qdobbs,q29,q30,q31,q32,q33,q34,q35,q36,pid3,pid7,pid7others,q37,q38,q41,q42_1,q42_2,q42_3,q42_4,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53_1,q53_2,q53_3,q53_4,q53_5,q54,q55,q56,q57,newsint,cablenews,ideo3,ideo5,votereg,votereg2,turnout22post,housevote22,votemethod22,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,hispanic,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,weight,affactionprivate_per,affactionprivate_court,affactionpublic_per,affactionpublic_court,fedelections_per,fedelections_court,gaydiscrim_per,gaydiscrim_court,gerrymandering_per,gerrymandering_court,cleanwater_per,cleanwater_court,commerce_per,commerce_court,copyright_per,copyright_court,algorithm_per,algorithm_court,socialmedia_per,socialmedia_court,studentloans_per,studentloans_court,unions_per,unions_court,native_per,native_court,religion_per,religion_court,case_recall,case_remembered_1,case_remembered_2,case_remembered_3,case_remembered_4,case_remembered_5,case_remembered_6,case_remembered_7,case_remembered_8,case_remembered_9,case_remembered_10,dobbs,contraception_per,contraception_court,sodomy_per,sodomy_court,gaymarriage_per,gaymarriage_court,interracial_per,interracial_court,pid3_recoded,pid7_recoded,leaders_mention,leaders_important,court_reputation,leaders_criticize,justices_interpret,justices_education,justices_agree,justices_sameparty,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,approval,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_personal,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,ideal,ideal_sotomayor,ideal_kagan,ideal_jackson,ideal_roberts,ideal_kavanaugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,affactionprivate_scotus,affactionpublic_scotus,fedelections_scotus,gaydiscrim_scotus,gerrymandering_scotus,cleanwater_scotus,commerce_scotus,copyright_scotus,algorithm_scotus,socialmedia_scotus,studentloans_scotus,unions_scotus,native_scotus,religion_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_jackson,idealg_roberts,idealg_kavanaugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
631,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,1,Wisconsin election,Trump,,,,,,,,,2,2,2,2,2,1,2,2,2,2,6,.,2,1,Depends on who gets paid off.. they are letting politicians rule instead of upholding the law.,1,1,1,1,3,1,2,2,3,5,2,5,1,4,4,4,4,1,3,72,48,4,2,1,2,3,4,1,1,1,2,2,1,2,2,1967,56,3,1,1,2,3,2,1,2,42,1,4,1,.,97,4,2,1,2,1,2,2,2,1,2,3,5,2,2,11,2,12:06.0,46:01.7,45:58.3,0.829637825,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,Wisconsin election,Trump,,,,,,,,,2,2,2,2,2,1,2,2,2,2,6,2,1,Depends on who gets paid off.. they are letting politicians rule instead of upholding the law.,3,1,1,1,1,3,0,2,1,2,1,5,0,2,1,5,0,3,1,1,4,4,3,1,4,4,72,48,4,2,1,3,4,0.459715007,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.494835523,-0.694586659,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
632,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,2,1,1,2,2,1,1,.,4,5,Not fair to the poor,3,2,2,2,4,2,2,2,3,1,3,8,1,4,2,2,2,2,4,77,2,3,3,4,5,3,4,2,2,2,.,.,2,6,2,1965,57,3,1,1,2,2,1,1,2,21,3,4,1,2,5,1,2,2,2,1,2,2,2,1,2,1,2,1,4,1,2,32:33.2,47:07.5,47:07.1,0.605662227,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,2,1,1,2,2,1,1,4,5,Not fair to the poor,4,3,2,2,2,3,0,2,1,2,1,1,0,3,0,8,0,2,2,1,4,2,4,2,2,2,77,2,3,3,4,3,4,-0.235627377,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.240472766,-0.578073752,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
633,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,1,2,2,3,3,.,.,.,That it is a right wing court currently. The reputation is poor and untrustworthy.,2,1,1,3,.,1,2,2,2,4,2,5,1,4,1,2,3,2,5,4,97,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1997,25,1,1,1,2,2,1,5,2,55,2,2,3,4,4,1,2,2,2,1,2,2,1,2,2,4,5,2,7,11,1,33:31.6,48:43.4,48:43.3,1.379905343,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,1,2,2,3,3,.,.,That it is a right wing court currently. The reputation is poor and untrustworthy.,.,2,1,1,3,2,1,2,1,2,1,4,1,2,1,5,0,5,1,1,4,3,5,2,2,1,4,97,2,1,1,1,1,-2.042732326,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.886707119,0.2984772,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
634,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,Roe vs wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,7,.,3,3,Leaning constitutional,4,3,1,5,4,2,2,2,2,4,2,6,4,2,4,3,5,2,1,91,59,5,1,2,2,3,5,1,1,1,2,1,1,2,1,1960,62,3,7,4,2,3,2,3,2,4,4,4,1,5,7,2,2,2,2,1,2,2,2,1,1,4,6,2,6,10,1,25:25.0,48:43.6,48:36.9,0.913532078,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,Roe vs wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,7,3,3,Leaning constitutional,4,4,3,1,5,2,1,2,1,2,1,4,1,2,1,6,1,6,2,4,2,5,1,2,3,4,91,59,5,1,2,3,5,0.552082566,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.438914483,0.201734715,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
635,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,1,1,2,7,.,3,4,Good reputation,1,1,1,1,2,2,2,2,2,4,3,6,3,1,2,3,2,2,2,71,63,3,2,2,1,3,4,1,1,1,2,3,1,2,1,1995,27,1,2,2,2,5,3,5,2,13,3,4,3,4,8,2,2,2,2,1,2,2,1,2,1,1,1,1,3,5,2,31:19.5,49:45.4,49:45.3,0.875000358,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,1,1,2,7,3,4,Good reputation,2,1,1,1,1,2,1,2,1,2,1,4,1,3,0,6,1,5,2,3,1,2,2,2,3,2,71,63,3,2,2,3,4,-0.99010889,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.953851467,-0.963937133,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
636,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,1,Roe vs wafe,,,,,,,,,,1,2,2,2,2,1,2,2,2,2,6,.,3,1,Honorable,1,4,1,5,5,1,2,2,2,4,2,5,3,1,5,5,5,3,3,56,50,5,3,1,2,3,4,1,1,1,2,2,1,2,2,1965,58,3,1,1,2,6,4,1,2,31,2,4,1,1,11,3,2,2,2,2,1,2,2,1,2,2,5,2,4,1,2,07:39.5,49:53.3,49:52.7,1.030555487,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,Roe vs wafe,,,,,,,,,,1,2,2,2,2,1,2,2,2,2,6,3,1,Honorable,5,1,4,1,5,2,1,2,1,2,1,4,1,2,1,5,0,5,1,3,1,5,3,3,5,5,56,50,5,3,1,3,4,0.990513236,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.967676115,0.965605168,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
637,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,1,Roe v Wade,Brown v Board of Education,Moore v Harper,,,,,,,,2,2,1,2,2,2,1,2,2,1,1,.,2,2,"Recently, a poor reputation. Overturning rights that the majority of Americans agree with is dangerous and an over reach of power. Instead of critical thinking justices are only aligning with party which sets a dangerous precedent. The current group is not representative of the country and having life terms is very dangerous.",1,2,1,3,2,1,2,2,2,4,2,6,1,5,2,3,4,2,4,25,80,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1989,33,2,1,1,2,5,3,1,1,36,1,3,1,1,9,2,2,2,2,2,1,2,2,1,1,3,4,2,6,10,2,25:55.3,52:56.8,52:49.4,0.749067485,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,Roe v Wade,Brown v Board of Education,Moore v Harper,,,,,,,,2,2,1,2,2,2,1,2,2,1,1,2,2,"Recently, a poor reputation. Overturning rights that the majority of Americans agree with is dangerous and an over reach of power. Instead of critical thinking justices are only aligning with party which sets a dangerous precedent. The current group is not representative of the country and having life terms is very dangerous.",2,1,2,1,3,2,1,2,1,2,1,4,1,2,1,6,1,6,1,1,5,4,4,2,3,2,25,80,1,1,2,1,2,-2.203217139,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-2.091199166,0.818527056,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
638,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,Murder,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,.,3,4,Reliable,2,1,1,2,2,3,1,2,2,4,2,4,3,2,1,2,1,2,1,51,41,2,2,2,1,2,3,1,1,1,1,3,1,1,1,2000,23,1,1,1,2,2,1,5,2,53,4,1,2,.,1,1,2,2,2,2,1,2,1,2,2,2,3,1,3,11,1,49:58.1,53:37.1,53:36.9,0.918619752,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,Murder,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,3,4,Reliable,2,2,1,1,2,2,1,1,0,2,1,4,1,2,1,4,0,4,3,3,2,1,1,2,2,1,51,41,2,2,2,2,3,0.172988759,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.295165998,1.107256254,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
639,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,1,2,1,2,2,7,.,3,3,just fine,2,3,1,3,4,1,2,2,2,4,2,6,2,1,3,2,5,2,1,100,71,5,5,1,2,3,5,2,2,1,.,.,1,2,1,1955,68,4,1,1,2,4,2,4,2,4,4,4,1,5,3,1,2,1,1,2,2,2,2,1,2,3,6,2,7,2,2,47:55.2,02:03.8,02:03.3,0.625648439,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,1,2,1,2,2,7,3,3,just fine,4,2,3,1,3,2,1,2,1,2,1,4,1,2,1,6,1,6,1,2,1,5,1,2,2,3,100,71,5,5,1,3,5,0.239952638,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.228499704,-0.263930709,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
640,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,1,Plessy V. Ferguson,Brown V Board of education,Roe v Wade,,,,,,,,1,2,2,2,2,1,2,2,2,2,7,.,3,4,"In previous years, their reputation seemed to be to legislate from the bench, but I think that is improving.",2,3,1,2,3,2,2,2,2,5,5,6,1,2,4,5,4,2,3,100,82,5,4,1,2,3,5,1,1,1,2,1,1,2,2,1959,63,3,1,1,2,5,3,3,2,45,3,4,1,1,6,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,58:15.4,03:43.1,03:38.6,1.260630369,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,Plessy V. Ferguson,Brown V Board of education,Roe v Wade,,,,,,,,1,2,2,2,2,1,2,2,2,2,7,3,4,"In previous years, their reputation seemed to be to legislate from the bench, but I think that is improving.",3,2,3,1,2,2,1,2,1,2,1,5,0,5,0,6,1,4,2,1,2,4,3,2,5,4,100,82,5,4,1,3,5,1.192788731,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.080251459,0.504786212,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
641,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,2,2,1,1,2,2,1,1,.,2,4,Ensuring the American people the promise equal justice law,2,1,1,2,1,1,3,2,1,4,2,9,2,2,1,3,1,3,2,49,78,2,2,2,1,3,4,1,1,1,1,2,1,1,2,2000,22,1,2,2,2,4,2,5,2,6,4,3,2,.,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,57:53.1,09:00.2,09:00.1,0.852856219,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,2,2,1,1,2,2,1,1,2,4,Ensuring the American people the promise equal justice law,1,2,1,1,2,1,0,3,0,2,1,4,1,2,1,9,0,3,1,2,2,1,2,3,3,1,49,78,2,2,2,3,4,-0.751085575,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.925892387,-0.909948979,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
642,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,1,1,2,1,1,2,1,1,2,.,5,5,To do work,3,3,2,3,3,2,2,2,3,3,3,6,3,3,2,3,2,4,3,44,66,3,3,7,5,4,6,1,1,2,.,.,1,1,1,2001,21,1,2,2,2,3,2,5,2,12,3,2,2,.,4,1,2,1,2,2,2,2,1,2,1,1,2,1,1,12,1,02:45.6,14:31.6,14:31.4,1.170633554,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,1,1,2,1,1,2,1,1,2,5,5,To do work,3,3,3,2,3,3,0,2,1,2,1,3,0,3,0,6,1,3,2,3,3,2,3,4,3,2,44,66,3,3,7,4,6,-0.542803272,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.657027467,0.852457615,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
643,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,bush v gore,,,,,,,,,,1,2,2,2,2,1,2,1,1,2,7,.,3,3,The far left media has besmearch their reputation when gaoes against their agenda. The court now is exercising proper use of the law and constitution. The problem lies in legislators that don't want deal with decisive issues.,1,3,2,3,3,2,1,2,2,4,2,6,2,2,4,5,5,4,3,90,60,5,2,1,2,3,4,1,1,1,2,4,1,2,1,1957,65,4,1,1,2,6,4,1,2,34,1,2,1,5,9,2,2,2,2,1,2,2,2,1,2,2,5,2,5,2,1,03:33.0,15:53.0,15:45.4,0.72501117,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,bush v gore,,,,,,,,,,1,2,2,2,2,1,2,1,1,2,7,3,3,The far left media has besmearch their reputation when gaoes against their agenda. The court now is exercising proper use of the law and constitution. The problem lies in legislators that don't want deal with decisive issues.,3,1,3,2,3,2,1,1,0,2,1,4,1,2,1,6,1,5,2,2,2,5,3,4,5,4,90,60,5,2,1,3,4,1.452776446,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.401505209,1.362850185,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
644,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,1,Rape,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,.,4,4,Unfold,2,2,1,2,2,1,1,2,1,4,2,4,3,2,2,1,1,2,1,49,42,2,2,2,1,2,3,1,1,1,1,3,1,1,1,2000,23,1,1,1,2,2,1,5,2,53,4,1,2,.,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,5,2,16:09.0,19:56.2,19:56.0,0.918619752,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,Rape,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,4,4,Unfold,2,2,2,1,2,1,0,1,0,2,1,4,1,2,1,4,0,3,1,3,2,1,1,2,1,2,49,42,2,2,2,2,3,1.976175611,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.94361691,-0.630181551,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
645,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,Goss v. Lopez,,,,,,,,,,1,1,2,2,2,1,1,1,2,2,6,.,3,1,EQUAL JUSTICE UNDER LAW,3,1,3,2,2,2,1,2,2,1,3,6,2,2,2,1,2,2,2,63,50,3,1,3,1,2,3,1,1,1,1,2,1,3,1,2002,20,1,1,1,2,4,2,1,2,51,3,1,1,.,4,1,2,2,1,2,2,1,1,2,1,1,2,2,1,6,1,07:09.0,27:33.2,27:33.0,1.474536061,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,Goss v. Lopez,,,,,,,,,,1,1,2,2,2,1,1,1,2,2,6,3,1,EQUAL JUSTICE UNDER LAW,2,3,1,3,2,2,1,1,0,2,1,1,0,3,0,6,1,3,2,2,2,2,2,2,1,2,63,50,3,1,3,2,3,-1.209740006,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.264663532,0.828940884,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
646,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,3,.,.,.,Don't know,1,3,1,4,.,1,1,2,2,1,2,4,3,3,3,3,3,3,3,47,50,3,3,2,5,2,3,1,1,2,.,.,1,1,1,1998,24,1,2,2,2,1,1,5,2,17,2,1,2,4,3,1,2,2,2,2,1,2,2,1,2,4,6,2,6,11,2,18:01.1,30:36.1,30:35.9,1.250238061,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,3,.,.,Don't know,.,1,3,1,4,2,1,1,0,2,1,1,0,2,1,4,0,3,1,3,3,3,3,3,3,3,47,50,3,3,2,2,3,-0.540891467,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.651613819,-0.805471372,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
