,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q41a,q42a,q41b,q42b,q43a,q44a,q43b,q44b,q38,q25,q26,q27,q28,q29,q39,q40,q30,q31,q32,q33,q34,q35,q36,q45,q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight,gayadoption_per,gayadoption_court,acatax_per,acatax_court,acasev_per,acasev_court,azprovballot_per,azprovballot_court,azcollectballot_per,azcollectballot_court,donors_per,donors_court,schoolspeech_per,schoolspeech_court,juvcrime_per,juvcrime_court,databases_per,databases_court,ncaa_per,ncaa_court,covidchurch_per,covidchurch_court,unions_per,unions_court,agencies_per,agencies_court,warrants_per,warrants_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,gayadoption_scotus,acatax_scotus,acasev_scotus,azprovballot_scotus,azcollectballot_scotus,donors_scotus,schoolspeech_scotus,juvcrime_scotus,databases_scotus,ncaa_scotus,covidchurch_scotus,unions_scotus,agencies_scotus,warrants_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
241,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,4,2,2,2,4,5,5,2,4,2,4,3,4,25,62,2,2,1,3,1,2,1,1,1,1,1,1,1,1984,37,2,1,1,5,3,1,2,8,4,1,1,4,12,3,2,2,2,2,1,2,2,1,1,2,3,2,3,1,1,20:50.6,33:28.3,33:16.7,1415760905,0.660751283,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,4,2,2,4,4,3,4,25,62,2,2,1,1,2,1,-1.408919888,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.481502349,-1.756979339,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
242,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,5,2,2,2,4,5,6,4,5,2,4,5,5,4,75,4,4,1,3,1,1,1,1,1,1,1,1,2,1942,78,4,1,1,6,4,6,2,8,4,1,1,5,97,4,2,2,2,2,1,2,2,1,1,4,6,2,8,12,2,10:40.0,33:49.6,33:33.8,1415744869,0.870983124,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,5,4,2,4,5,5,5,4,75,4,4,1,1,1,1,-0.855760366,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.811764863,-0.35343344,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
243,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,3,2,2,2,4,5,7,4,3,4,3,2,3,3,99,2,1,1,5,1,2,1,1,1,1,1,1,2,1957,63,3,6,4,4,2,3,2,35,4,1,2,6,2,1,.,.,.,1,.,.,.,1,2,2,5,2,2,2,1,14:30.5,34:04.2,33:59.3,1415035375,0.876942873,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,4,1,5,1,7,0,5,3,4,4,3,3,2,3,3,99,2,1,1,1,2,1,-2.072912892,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-2.008517531,-1.983564111,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
244,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,3,2,2,2,2,5,7,1,2,4,1,2,3,25,95,1,1,2,5,1,2,1,1,1,1,1,1,2,1956,64,3,1,1,3,2,1,2,53,4,4,1,1,9,2,.,.,.,1,.,.,.,1,2,4,6,2,6,10,2,10:19.2,34:12.5,34:12.0,1415744813,0.657185435,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,0,5,1,7,0,4,3,1,4,1,2,2,3,25,95,1,1,2,1,2,1,-1.827612791,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.823450371,-0.051719021,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
245,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,2,2,1,4,5,5,3,4,4,1,2,2,94,53,5,2,1,4,3,5,1,1,2,7,1,2,2,1952,69,4,1,1,3,2,1,2,12,3,2,1,5,97,4,.,1,.,.,.,.,.,1,2,1,2,1,1,1,1,18:11.5,36:14.4,36:06.2,1415034033,1.167969942,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,0,4,1,5,1,5,0,4,5,3,4,1,4,2,2,94,53,5,2,1,3,5,2,0.740294322,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.776295539,0.211889537,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
246,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,5,2,2,2,4,2,5,3,5,4,2,5,5,79,35,5,5,1,2,3,4,1,1,3,4,1,2,1,1953,67,4,1,1,5,3,1,2,38,2,1,1,5,10,3,.,.,.,1,.,.,.,1,2,1,2,1,1,1,2,06:27.4,36:44.7,36:36.8,1415742657,0.946611702,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,4,1,2,0,5,0,4,5,3,4,2,5,5,5,79,35,5,5,1,3,4,3,1.614154872,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.650654809,-1.147013421,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
247,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,5,2,2,2,4,5,6,2,5,3,2,5,4,89,64,5,3,1,5,3,4,1,1,2,7,1,2,2,1967,53,3,1,1,3,2,1,2,34,1,3,1,1,8,2,2,2,2,1,2,2,1,2,1,2,6,2,3,2,2,09:56.9,37:09.6,37:08.8,1415744489,0.856758058,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,5,2,3,2,5,5,4,89,64,5,3,1,3,4,2,1.377854575,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.295493143,0.55248338,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
248,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,5,2,2,2,4,4,4,1,3,3,3,3,4,100,77,5,3,2,4,3,5,1,1,2,7,1,2,2,1952,68,4,1,1,3,2,3,2,39,2,3,1,5,3,1,.,.,.,1,.,.,.,1,2,1,1,1,1,1,2,10:57.4,37:45.4,37:29.5,1414952519,1.36758101,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,4,1,4,0,4,1,5,5,1,3,3,3,3,4,100,77,5,3,2,3,5,2,1.590079604,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.467275597,1.163604881,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
249,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,4,2,2,2,4,5,6,3,5,2,2,4,4,41,75,2,2,1,3,1,2,1,1,1,1,1,1,1,1934,87,4,1,1,5,3,1,2,53,4,3,1,5,10,3,2,2,1,1,2,2,2,1,2,4,6,2,7,9,2,17:30.5,38:34.4,38:23.0,1415759333,0.676497996,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,4,3,2,2,5,4,4,41,75,2,2,1,1,2,1,-1.103797467,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.123004488,1.056283821,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
250,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,4,2,2,2,4,5,6,1,3,4,1,3,4,4,86,1,1,1,3,1,1,1,1,1,1,1,1,2,1954,66,4,1,1,5,3,5,2,47,3,2,1,5,2,1,.,.,.,1,.,.,.,1,1,1,5,2,1,2,2,23:30.8,38:42.2,38:36.6,1414872541,0.742836297,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,4,1,4,1,3,3,4,4,86,1,1,1,1,1,1,-1.238341331,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.272170609,-1.263915982,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
251,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,4,2,2,2,4,5,5,5,5,2,3,5,3,100,75,5,5,2,5,3,5,1,1,3,5,1,2,1,1939,81,4,1,1,4,2,1,2,47,3,4,1,5,8,2,.,.,1,1,.,.,.,1,1,1,1,1,2,1,2,09:28.4,38:55.8,38:50.7,1415108039,0.766787291,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,5,1,5,0,5,4,5,2,3,5,5,3,100,75,5,5,2,3,5,3,2.017567236,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.994667346,1.072632707,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
252,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,5,2,2,2,4,5,5,1,3,3,1,2,4,25,88,1,3,1,3,1,2,1,1,1,1,1,1,1,1951,69,4,1,1,5,3,1,2,6,4,4,2,1,13,3,.,.,.,.,1,.,.,1,2,4,6,2,2,10,2,25:49.8,39:01.2,38:58.1,1414846191,0.676497996,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,5,1,3,1,3,2,4,25,88,1,3,1,1,2,1,-1.976759734,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.872132341,-2.132683904,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
253,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,5,2,2,2,4,2,5,3,5,1,3,4,5,76,58,5,5,1,5,3,4,1,1,2,7,1,2,1,1945,76,4,1,1,3,2,2,2,53,4,1,3,5,3,1,.,.,.,1,.,.,.,1,2,1,3,1,1,1,2,15:59.4,39:41.8,39:40.9,1414696999,0.615395248,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,4,1,2,0,5,0,4,5,3,1,3,5,4,5,76,58,5,5,1,3,4,2,1.266253942,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.274942493,1.250490166,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
254,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,4,2,2,3,4,5,5,3,3,3,1,3,2,65,52,4,2,3,5,3,4,1,1,2,6,1,2,2,1947,73,4,1,1,3,2,3,2,39,2,3,1,5,2,1,.,.,.,1,.,1,.,.,1,1,2,1,1,1,1,04:28.2,39:46.9,39:46.2,1415136511,1.36758101,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,3,0,4,1,5,1,5,0,4,4,3,3,1,3,3,2,65,52,4,2,3,3,4,2,1.23508487,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.247977432,1.280836542,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
255,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,5,6,1,4,5,4,5,3,93,54,5,1,1,5,3,5,1,1,2,7,1,2,2,1972,48,3,1,1,5,3,3,2,42,1,4,2,1,4,1,2,2,2,2,1,2,2,1,2,1,4,2,3,2,1,28:15.3,40:00.6,39:56.9,1415474663,0.669485331,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,5,1,5,4,4,5,3,93,54,5,1,1,3,5,2,1.991302338,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.999618657,0.803090114,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
256,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,1,1,2,2,5,5,5,3,4,2,3,4,3,77,51,2,3,2,5,2,3,1,1,3,4,1,1,2,1956,64,3,1,1,2,1,4,2,17,2,3,1,5,3,1,.,.,.,.,1,.,.,1,2,2,6,2,1,11,2,23:53.6,40:34.8,40:28.2,1415009575,0.790690303,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,0,2,1,2,1,5,0,5,1,5,0,3,1,3,2,3,4,4,3,77,51,2,3,2,2,3,3,-0.617181324,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.718501473,-0.690124651,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
257,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,4,2,2,2,4,5,7,1,5,4,2,4,1,100,50,3,1,3,2,3,5,1,1,2,7,1,2,2,1963,57,3,1,1,3,2,1,2,39,2,2,1,1,11,3,.,.,.,.,1,.,.,1,2,1,2,2,1,2,1,14:36.0,40:55.7,40:50.0,1414979585,1.198154688,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,4,1,5,1,7,0,5,4,1,4,2,5,4,1,100,50,3,1,3,3,5,2,0.923024673,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.863182746,0.866368072,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
258,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,6,5,3,2,2,3,4,91,53,4,3,4,5,3,5,1,1,2,7,1,2,2,1964,56,3,1,1,3,2,1,2,22,3,4,1,3,4,1,.,.,.,1,.,.,.,1,2,2,4,2,2,1,1,29:49.1,41:15.5,41:14.7,1415770989,1.023272991,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,4,1,1,0,6,0,4,5,5,2,2,3,3,4,91,53,4,3,4,3,5,2,0.617787538,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.655346395,-0.058045279,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
259,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,3,1,1,2,4,5,6,2,4,2,3,4,4,40,60,4,2,1,1,1,2,1,1,3,3,1,1,1,1987,33,2,7,4,5,3,1,1,13,3,2,1,1,9,2,2,2,2,1,2,2,2,1,1,3,4,2,5,2,2,40:57.2,41:18.0,41:11.1,1414815047,0.782754719,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,0,1,0,2,1,4,1,5,1,6,0,3,3,2,2,3,4,4,4,40,60,4,2,1,1,2,3,-0.405709263,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.431125671,-1.129709115,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
260,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,5,2,4,2,4,3,4,45,75,2,2,2,5,1,2,1,1,1,1,1,1,1,1973,48,3,1,1,5,3,5,2,47,3,1,1,.,97,4,2,2,2,1,2,2,2,1,2,2,5,2,6,11,1,23:04.7,43:03.3,42:59.3,1415037267,0.68742007,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,5,2,2,4,4,3,4,45,75,2,2,2,1,2,1,-0.010649197,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.039186904,-0.029153882,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
261,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,5,2,1,2,4,1,5,1,5,2,3,2,3,50,70,2,2,1,4,2,3,1,1,1,2,1,1,2,1941,79,4,1,1,3,2,3,2,4,4,1,1,5,3,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,31:42.7,43:07.2,43:03.5,1414953699,0.750115454,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,0,2,1,4,1,1,0,5,0,3,5,1,2,3,5,2,3,50,70,2,2,1,2,3,1,-0.112602561,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.025781268,-0.047223415,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
262,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,4,2,2,2,4,5,5,3,5,1,2,3,5,98,67,5,5,1,5,3,5,1,1,2,7,1,2,1,1946,74,4,1,1,5,3,3,2,26,2,3,1,5,6,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,08:17.1,43:09.6,43:03.5,1415034071,0.946611702,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,4,1,5,1,5,0,5,4,3,1,2,5,3,5,98,67,5,5,1,3,5,2,2.088325335,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,2.013158959,1.410742021,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
263,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,6,3,5,3,1,4,5,76,56,5,5,1,2,3,4,1,1,2,6,1,2,1,1964,56,3,1,1,6,4,5,2,18,2,1,1,1,10,3,2,2,1,2,2,.,.,1,1,2,3,1,2,1,1,30:11.2,43:15.0,43:09.3,1415255743,1.12783134,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,5,3,3,1,5,4,5,76,56,5,5,1,3,4,2,1.458393826,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.444431252,1.599726126,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
